,Artist name,Title of Artwork,Artwork type,Auction,Location,Closed date,Currency,low Estimate,high Estimate,Price realised,Details,Website link
41,CLAUDE MONET,"autograph letter signed (""claude""), [to his wife, alice]",Books & Manuscripts,Sotheby's,London,5 December 2017 ,GBP,6000,8000,8125,"concerning his state of health, reassuring her that he feels much better, although his head still feels empty and he has a tendency to dizziness, describing the food prescribed by his German doctor, noting that he does not have full confidence in him, expressing his anger that he will be coming to see him once more on Sunday, when he would rather see Mr. Playfair, stating that he has written to Blanche, to Sargent and to Fitzgerald whose painting has finally gone, and to Durand-Ruel so that he might send her 6,000 francs, which with the other 6,000 he is sending her under separate cover will enable her to pay for the car, mentioning his bills, explaining that he is hot with fatigue and has not even thought about his poor paintings which he hasn't seen since Sunday and which he doesn't want to look at, and admitting his one thought is to get his strength back and return to her ...Je ne songe pas du tout à mes pauvres toiles je ne les ai pas regardées depuis dimanche... et ne veux pas les voir... 6 pages, 8vo (20.3 x 12.7cm), on printed stationery of the Savoy Hotel, London, with a modern English translation, London, 15 March 1901",https://www.sothebys.com/en/auctions/ecatalogue/2017/medieval-manuscripts-continental-books-l17407/lot.138.html
42,CLAUDE MONET,"les glaçons, bennecourt",Impressionist & Modern Art,Sotheby's,New York,14 November 2017 ,USD,18000000,25000000,23372500,,https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-evening-sale-n09740/lot.25.html
43,CLAUDE MONET,champ d'iris à giverny,Impressionist & Modern Art,Sotheby's,New York,14 November 2017 ,USD,3000000,5000000,4066600,,https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-evening-sale-n09740/lot.40.html
44,CLAUDE MONET,"les arceaux de roses, giverny",Impressionist & Modern Art,Sotheby's,New York,14 November 2017 ,USD,18000000,25000000,19421000,,https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-evening-sale-n09740/lot.43.html
45,CLAUDE MONET,"lettre autographe signée à sa femme alice. londres, mercredi 14 février 1900, 9h. du soir.",Books & Manuscripts,Sotheby's,Paris,30 October 2017 ,EUR,6000,8000,6500,"6 p. in-8 sur deux doubles feuillets (204 x 127 mm), sur papier à en-tête du Savoy Hotel à Londres. Signée ""Claude"". Longue et belle lettre écrite de Londres, où Monet commence à peindre la série des 19 toiles du Parlement de Londres. Installé sur les terrasses du St Thomas' Hospital d'où il a vue sur le Parlement, il peint cette série à la lumière de fin d'après midi et du coucher du soleil. La série sera terminée après son retour en France, jusqu'en 1904, d'après des photographies qu'il avait prises sur place. À la lumière d'un ""superbe soleil couchant"". Monet annonce être enfin au travail, alors qu’il désespérait du temps épouvantable, brouillard, neige et bourrasques, qui l'empêchait de peindre. Mais ce jour-là, il a pu travailler, d’abord de la fenêtre de son hôtel, puis à 5h., depuis le St Thomas' Hospital : ""par un superbe soleil couchant dans la brume je faisais mes débuts à l’hôpital. Si tu voyais comme c’est beau et que je t’aurais voulu près de moi à cette terrasse. Il parait qu’il faisait froid, je ne m’en suis pas aperçu étant dans l’enthousiasme du travail et du nouveau mais que ce sera difficile"". Il a fait comprendre au trésorier de l’hôpital qui lui a apporté une tasse de thé et des gâteaux qu'il ne voulait quitter sa toile. Il évoque ensuite son fils Michel qui s’est bien amusé avec M. Dewhurst, un drôle de type ""très exalté mais qui se rend bien compte de la bêtise de ce Chamberlain [ministre anglais des Colonies] et qui voit même l’Angleterre absolument perdue"". Michel, venu déjeuner avec lui, est également dans toute l’ardeur du patinage et ""baba"" devant la force de certains patineurs de son club.Monet souhaite à Alice, demeurée à Giverny avec sa fille Germaine, de rester courageuse malgré le mauvais temps qui sévit également en France et qui empêche promenades et distractions. Il ajoute en post-scriptum qu’il a reçu des nouvelles de Clemenceau : ""son secrétaire m’informait qu’il était hors d’état de me répondre mais ce matin lui-même m’écrit qu’il est mieux et m’envoie une lettre tordante et extraordinaire pour la fameuse femme du ministre (Margot)"". Emma Alice Margaret Asquith, dite Margot, épouse du Premier ministre du Royaume-Uni, Herbert Henry Asquith, était connue pour l’indépendance de ses opinions politiques qu’elle professait hautement. Clemenceau, ami d’Asquith, avait obtenu pour Monet l’autorisation de peindre à la Tour de Londres.",https://www.sothebys.com/en/auctions/ecatalogue/2016/livres-et-manuscrits-pf1713/lot.137.html
46,CLAUDE MONET,"lettre autographe signée à sa femme alice. londres, dimanche 18 mars 1900, 5h du soir.",Books & Manuscripts,Sotheby's,Paris,30 October 2017 ,EUR,10000,14000,10625,"4 p. in-8 (204 x 127 mm), sur papier à en-tête du Savoy Hotel. Signée ""Ton vieux Claude"". Belle lettre sur son séjour à Londres. Monet travaille avec ardeur et va sans doute avoir besoin de davantage de toiles. ""Je ne sais si vous avez le même temps qu’ici mais il a dû rudement geler ici, à mon réveil tout était blanc ce qui n’amène pas du beau temps et en effet depuis le déjeuner c’est un vent terrible, de la neige etc. ce qui n’empêche pas que j’étais sous les averses avant 6h ce matin… et c’était rudement beau, et chaque matin ainsi je m’emballe jusqu’à ce que le temps me gêne, aujourd’hui journée de lutte terrible et il en sera ainsi jusqu’au jour du départ. Les toiles seules m’ont fait défaut ; car c’est le seul moyen d’arriver à quelque chose à en mettre en train par tous les temps, toutes les harmonies, c’est le vrai moyen, et au début on croit toujours retrouver ses effets et les terminer, de là ces malheureuses transformations qui ne servent à rien. Tu vois que ce n’est pas l’ardeur qui me manque, puisque j’ai quelque chose comme 64 toiles couvertes de couleurs, et qu’il m’en faudrait plus ce pays n’étant pas ordinaire, aussi vais-je recommander des toiles (quelle note je vais avoir chez Lechertier) et que cela ne te tourmente pas. […] mais que veux tu que je fasse quand je n’ai pas l’un des effets voulu, ne rien faire ou transformer ce qui est la pire des choses. Mieux vaut toujours continuer la lutte et commencer et je me repends de ne l’avoir pas fait carrément dès le début"".  Il s’inquiète pour les arbres fruitiers et les fleurs de Giverny qui ont dû souffrir du mauvais temps : ""Mais j’espère qu’on les surveille bien. Si le froid persistait il serait peut être bon d’abriter les pivoines du Japon, c’est à voir."" Il est toujours sans nouvelles du peintre John Singer Sargent, ni de M. Hunter, craignant d’avoir froissé Mme Hunter par sa franchise. Épouse d’un industriel des charbonnages, Mme Hunter était une grande admiratrice de Monet dont elle facilita l’installation à Londres, en intervenant pour qu’il puisse travailler au St Thomas' Hospital. ""J’espère que tu auras eu tout le monde aujourd’hui et il me tarde d’être à demain pour avoir des nouvelles. Toutes mes pensées ma chère femme. Je t’embrasse comme je t’aime ainsi que Germaine, amitiés à Mlle Jeanne. Ton vieux Claude"".",https://www.sothebys.com/en/auctions/ecatalogue/2016/livres-et-manuscrits-pf1713/lot.139.html
47,CLAUDE MONET,"lettre autographe signée sa femme alice. [londres], samedi midi 16 mars 1901.",Books & Manuscripts,Sotheby's,Paris,30 October 2017 ,EUR,12000,15000,11875,"8 pages in-8 (204 x 128 mm), sur 3 feuillets à en-tête du Savoy Hotel. Signée ""Ton vieux qui t’aime Claude"".Traces d’attaches métalliques et petite annotation à l’encre bleue, biffée. Monet n’a plus le goût à peindre et songe à rentrer en France, malgré les encouragements de son ami, le peintre John Singer Sargent. Longue lettre familiale, à propos de la situation de son beau-fils, Jean-Pierre Hoschedé, qui effectue son service militaire. Il s’inquiète de la fâcheuse affaire concernant le médecin major venu contrôler Jean-Pierre à Giverny, absent lors de cette visite : ""Comment ne pas avoir eu la pensée d’agir un peu auprès de ce Major soit par M. du Château, ou Planchon, je sais que c’est ennuyeux c’est vrai mais enfin il y a des cas où il faut agir et vous avez été bien, bien maladroits. Quand à son absence elle est impardonnable, il y a longtemps déjà que tu m’as écrit que tu allais faire chercher ses vêtements militaires. Mais s’en aller juste au moment où il fallait s’attendre à une constatation, ta lettre reçue hier ne me disait pas cela, et ne sais qui a reçu le Major car il y avait à dire la vérité et mieux eu valu prendre les devants en se faisant un peu pistonner et vous avez omis de le faire même aujourd’hui par Marthe, c’est une affaire fichue et regretterai bien ces lettres où je mendiais une faveur. Enfin je veux espérer encore et j’attends une longue dépêche me renseignant d’avantage"". Puis Monet donne des nouvelles de sa santé et de son travail. ""J’espérais avoir un mot de Sargent, de son docteur pour savoir s’il viendra mais rien. Est-il plus mal ou parti à la mer, n’ayant eu aucune visite hier ni ce matin. Je suis là avec mes pensées toutes en préoccupations. Tu me parles toujours de mes toiles, mais c’est une affaire finie je n’y pense pas et ne veux plus y penser -- je n’ai qu’une idée revenir et qu’une crainte, être pas assez prudent et que cela tarde c’est pour cela que je voudrais voir Mr Playfair [le médecin de Sargent]. Mais en somme je me fais plus de bile que je ne souffre car je ne souffre pas du tout, n’ai plus ces chaleurs, seule une faiblesse par manque de nourriture, dont j’ai une peur terrible surtout depuis hier avec cette pauvre côtelette. Ce matin j’ai pris mon thé avec croissant et maintenant du lait."" Il commente à nouveau le problème de Jean-Pierre, regrettant qu’Alice ne l'ait pas compris lorsqu'il lui a dit que sa présence était plus utile à Giverny qu’à ses côtés : ""Je n’ai songé qu’à J.P., à ton inquiétude loin de lui justement au moment où on pouvait venir pour s’assurer de sa maladie et comme je ne courrais aucun danger j’ai de suite pensé qu’il fallait s’éviter ce déplacement dans un pareil moment. Mais il est si difficile de se faire comprendre que je ne sais plus que dire si ce n’est mon chagrin de n’être pas assez solide pour venir bien vite près de toi de vous tous"". Ayant interrompu la rédaction de cette lettre, Monet la reprend, à 3 heures de l’après-midi, après avoir reçu la visite de Sargent : ""Il est bien à présent et part lundi pour Douvres et de là à Boulogne ou Calais, son docteur ne veut venir que si j’étais plus mal en consultation, avec le mieux ne voulant pas aller sur ses loisirs. […] Sargent m’a obligé à manger et à sortir un peu j’ai donc pris une aile de poulet et des pruneaux. Ça m’a fait plaisir et réconforté puis bien couvert suis allé me promener pendant 20 minutes dans le jardin sous ma fenêtre. Je viens de rentrer et me sens beaucoup mieux. Seulement Sargent par exemple était furieux que je renonce à mes toiles voulant les voir mais m’y suis refusé, il est désolé de ne pouvoir rentrer avec moi mais ne peut rester à Londres sans travailler. Du reste le docteur lui recommande le changement d’air. Un de ses amis un jeune peintre moitié français moitié anglais viendra me voir pour me distraire, c’est aussi un ami de Clemenceau et le connait du reste. Mme Sargent qui l’avait conduit en voiture est revenue le chercher.Il suggère à Alice d’écrire un mot de remerciement à Mme Sargent et à Mme Hunter, ""car sans elles j’aurais été bien abandonné, Sargent étant malade et c’est toujours une consolation de voir des personnes s’intéresser à vous"". Après l’avoir assurée de son amour, Monet s’inquiète de n’avoir toujours pas de réponse à sa dépêche du matin : ""si j’avais eu des détails j’aurais peut être encore pu agir. Bien tourmenté, vous embrasse tous, amitiés à Butler [le peintre Théodore Butler, mari de Suzanne Hoschedé]. J’espère que tu as bien reçu ma lettre où je répondais à Blanche d’envoyer au salon.""   Monet avait de nouveau séjourné à Londres de janvier à mars 1901, mais sa santé s'était détériorée et le Dr Playfair avait diagnostiqué une grippe sévère, transformée en pleurésie. Le peintre s'ennuyait de sa famille, inquiet pour son fils Michel et son beau-fils Jean-Pierre Hoschedé (né en 1877, qui pourrait être son fils naturel), tous deux effectuant leur service militaire, mais supportant mal la vie sous les drapeaux.Blanche Hoschedé, seconde fille d’Alice, avait épousé en 1897 Jean, le fils de Monet et de sa première femme, Camille Doncieux. Modèle et élève du peintre, elle réalisa plusieurs œuvres dans une veine impressionniste, proche de l’œuvre de Monet des années 1870.",https://www.sothebys.com/en/auctions/ecatalogue/2016/livres-et-manuscrits-pf1713/lot.140.html
48,CLAUDE MONET,"lettre autographe signée à sa femme alice. [londres], mardi soir 10h [mars 1900].",Books & Manuscripts,Sotheby's,Paris,30 October 2017 ,EUR,4000,6000,4500,"3 p. petit in-8 (166 x 103 mm). Signée ""Ton vieux Claude"". En proie au doute, Monet critique violemment son travail. Il est à Londres, en pleine création de sa série des 19 toiles du Parlement de Londres (voir lot 137) et s'en veut de s'""acharner ainsi à faire des recherches au-dessus de [s]es forces"". ""Ma bonne chérie, combien je me suis senti coupable et malheureux hier soir en voyant le mal que je te faisais. Tu m’as pardonné j’espère en pensant toi-même à la peine que je devais avoir pour être en tel état. Le temps est resté le même mais hélas c’est moi et mes nerfs qui changent à chaque interruption de travail. Ce matin je n’y étais plus du tout mes affaires dispersées en désordre et la vue de mes toiles qui m’ont parus atroces, l’éclairage étrange. Bref, je ne pourrais arriver à rien de bon, c’est un encroutement entêté de couleurs et voilà tout mais ce n’est pas de la peinture. Je vais continuer encore cette semaine pour ne pas avoir de remords, mais j’ai grand peur que ce soit sans succès. Quelle fatalité me prend, de m’acharner ainsi à faire des recherches au-dessus de mes forces. Je n’ai à m’en prendre qu’à moi seul, à mon impatience, d’abord, et à ma faiblesse, si je fais jamais de bonnes choses. À présent ce ne serait que par hazard. Il y a chez moi une peine terrible et la moindre chose me perd. Enfin je fais ce que je peux, mais je sens que tout cela m’énerve, et me rend mauvais et méchant, moi qui t’aime tant"".",https://www.sothebys.com/en/auctions/ecatalogue/2016/livres-et-manuscrits-pf1713/lot.138.html
49,CLAUDE MONET,marine,Impressionist & Modern Art,Sotheby's,Paris,19 October 2017 ,EUR,1000000,1500000,967500,,https://www.sothebys.com/en/auctions/ecatalogue/2016/modernites-de-rodin-a-soulages-pf1716/lot.14.html
50,CLAUDE MONET,yport et falaise d'aval,Impressionist & Modern Art,Sotheby's,New York,17 May 2017 ,USD,300000,700000,324500,,https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-day-sale-n09711/lot.382.html
51,CLAUDE MONET,vétheuil,Impressionist & Modern Art,Sotheby's,New York,16 May 2017 ,USD,4000000,6000000,5075000,,https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-evening-sale-n09710/lot.8.html
52,CLAUDE MONET,le bassin aux nymphéas,Impressionist & Modern Art,Sotheby's,New York,16 May 2017 ,USD,14000000,18000000,15987500,,https://www.sothebys.com/en/auctions/ecatalogue/2017/impressionist-modern-art-evening-sale-n09710/lot.22.html
53,CLAUDE MONET,la seine à lavacourt,Impressionist & Modern Art,Sotheby's,London,2 March 2017 ,GBP,600000,800000,908750,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-day-sale-l17004/lot.130.html
54,CLAUDE MONET,près monte-carlo,Impressionist & Modern Art,Sotheby's,New York,9 May 2016 ,USD,5000000,7000000,7082000,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-n09497/lot.59.html
55,CLAUDE MONET,camille à l'ombrelle verte,Impressionist & Modern Art,Sotheby's,New York,9 May 2016 ,USD,9000000,12000000,9434000,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-n09497/lot.36.html
56,CLAUDE MONET,marée basse aux petites-dalles,Impressionist & Modern Art,Sotheby's,New York,9 May 2016 ,USD,3000000,5000000,9882000,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-n09497/lot.25.html
57,CLAUDE MONET,michel monet et jean-pierre hoschedé se tenant par l'épaule,Impressionist & Modern Art,Sotheby's,London,4 February 2016 ,GBP,35000,45000,43750,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-day-sale-l16004/lot.195.html
58,CLAUDE MONET,un moulin à zaandam,Impressionist & Modern Art,Sotheby's,London,3 February 2016 ,GBP,800000,1200000,845000,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-l16002/lot.16.html
59,CLAUDE MONET,le palais ducal vu de saint-georges majeur,Impressionist & Modern Art,Sotheby's,London,3 February 2016 ,GBP,12000000,18000000,11573000,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-l16002/lot.23.html
60,CLAUDE MONET,le mont riboudet à rouen au printemps,Impressionist & Modern Art,Sotheby's,London,3 February 2016 ,GBP,1000000,1500000,701000,,https://www.sothebys.com/en/auctions/ecatalogue/2016/impressionist-modern-art-evening-sale-l16002/lot.28.html
61,CLAUDE MONET,"etretat, le perrey, la porte d'amont",Impressionist & Modern Art,Sotheby's,Paris,10 December 2015 ,EUR,150000,200000,315000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/art-impressionniste-moderne-pf1516/lot.14.html
62,CLAUDE MONET,"autograph letter signed ('claude monet'), about his impaired eyesight, to [the painter andré barbier]",Books & Manuscripts,Sotheby's,London,7 December 2015 ,GBP,6000,8000,6500,"written in blue ink in a somewhat imperfect hand, thanking Barbier for sending a pair of spectacles, though the results are disappointing, as he sees too many distant details, as if viewing through opera glasses, whereas the glasses that Dr Mawas had given him are perfect, now that the lenses have been tinted; Monet reports his ongoing work [on his series of Water-lilies] with difficulty and in spite of the terrible weather (""...J'ai reçu les lunettes malgré resultat defectueux (bien qu'il faut s'habituer de nouveaux verres) mais j'y vois trop de details lointains, cela m'a fait l'effet de jumelles de théâtre. Par contre, les lunettes de Mawas [sont] parfaites depuis qu'elles sont teintées ... Je continue à travailler avec bien du mal et avec un temps desespérant""), 2 pages, 8vo (20.5 x 13.3cm), printed stationery, Giverny, 5 August 1924, envelope (""Monsieur Barbier"") ",https://www.sothebys.com/en/auctions/ecatalogue/2015/music-continental-books-manuscripts-l15406/lot.65.html
63,CLAUDE MONET,"chemin creux, effet de lumière",Impressionist & Modern Art,Sotheby's,New York,6 November 2015 ,USD,250000,350000,574000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-n09416/lot.332.html
64,CLAUDE MONET,"faisans, bécasses et perdrix",Impressionist & Modern Art,Sotheby's,New York,4 November 2015 ,USD,2500000,3500000,2530000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/masterworks-collection-a-alfred-taubman-n09430/lot.66.html
65,CLAUDE MONET,branche de citronnier,Impressionist & Modern Art,Sotheby's,New York,5 November 2015 ,USD,1200000,1800000,2170000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-n09415/lot.25.html
66,CLAUDE MONET,"[souscription pour l’olympia de manet.] pièce signée, adressée à stéphane mallarmé. giverny, par vernon (eure), 4 février 1890.",Books & Manuscripts,Sotheby's,Paris,15 October 2015 ,EUR,800,1200,8750,"Formulaire imprimé in-8 (210 x 130 mm). Signé ""Claude Monet"". Complété du montant que Mallarmé s’est engagé à souscrire et, en fin, mention du nom de Mallarmé. ""La souscription pour l’achat de l’Olympia étant close et l’offre devant en être faite à l’État, je vous prie de bien vouloir m’adresser la somme de vingt-cinq francs que vous m’avez chargé d’inscrire à votre nom"". Monet avait organisé cette souscription avec Théodore Duret et quelques autres pour faire entrer l'Olympia de Manet au Louvre tout en ""ven[ant] en aide d’une façon délicate à Mme Édouard Manet"" (Correspondance, III, p. 363, n. 1). Le ministre des Beaux-Arts, Antonin Proust, affirma cependant ""qu’il n’était pas encore temps"" de glorifier Manet au Louvre et destina le tableau au musée du Luxembourg où étaient conservées les œuvres des peintres vivants. Ce n'est que dix-sept ans plus tard que Georges Clemenceau, ami de Monet, fit accrocher l'Olympia au Louvre, en face de L’Odalisque d’Ingres.",https://www.sothebys.com/en/auctions/ecatalogue/2015/bibliotheque-stephane-mallarme-pf1543/lot.208.html
67,CLAUDE MONET,"waterloo bridge, brouillard",Impressionist & Modern Art,Sotheby's,London,25 June 2015 ,GBP,180000,250000,257000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l15007/lot.347.html
68,CLAUDE MONET,gamin des rues,Impressionist & Modern Art,Sotheby's,London,25 June 2015 ,GBP,8000,12000,68750,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l15007/lot.417.html
69,CLAUDE MONET,"fin d'après-midi, vétheuil",Impressionist & Modern Art,Sotheby's,London,24 June 2015 ,GBP,4000000,6000000,4405000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15006/lot.15.html
70,CLAUDE MONET,"etretat, falaise et porte d'amont, grosse mer",Impressionist & Modern Art,Sotheby's,London,24 June 2015 ,GBP,1500000,2000000,3061000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15006/lot.10.html
71,CLAUDE MONET,"autograph letter signed (""claude monet""), to an unidentified lady (""chère madame""), about manet's olympia",Books & Manuscripts,Sotheby's,London,28 May 2015 ,GBP,2000,3000,7500,"informing her of his intention to come and see her the following day, Saturday, to hand over part of the sum he received for the acquisition of Olympia ...je compte venir vous voir demain samedi dans la journée pour vous remettre une partie de la somme que j'ai recue pour l'acquisition de l'Olympia 2 pages, 8vo, later pencil annotations to second page, Giverny, Friday, 14 February 1890, splitting along fold",https://www.sothebys.com/en/auctions/ecatalogue/2015/music-continental-russian-books-manuscripts-l15402/lot.170.html
72,CLAUDE MONET,"autograph letter signed (""claude monet""), to an unidentified correspondent (""cher monsieur"")",Books & Manuscripts,Sotheby's,London,28 May 2015 ,GBP,3000,4000,3500,"a reminder of their forthcoming dinner at Argenteuil, seeking confirmation or cancellation by telegram ...vous êtes attendu pour déjeuner avec moi après demain à Argenteuil... 2 pages, 8vo, some later pencil annotations to first page, Montgeron, ""chez M: Hoschedé"", 31 October 1876, some light creasing",https://www.sothebys.com/en/auctions/ecatalogue/2015/music-continental-russian-books-manuscripts-l15402/lot.169.html
73,CLAUDE MONET,nymphéas,Impressionist & Modern Art,Sotheby's,New York,6 May 2015 ,USD,1000000,1500000,2290000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-day-sale-n09341/lot.129.html
74,CLAUDE MONET,le golfe juan,Impressionist & Modern Art,Sotheby's,New York,6 May 2015 ,USD,600000,800000,1330000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-day-sale-n09341/lot.328.html
75,CLAUDE MONET,"au val saint-nicolas près dieppe, matin",Impressionist & Modern Art,Sotheby's,New York,5 May 2015 ,USD,3000000,4000000,3010000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-n09340/lot.19.html
76,CLAUDE MONET,le palais ducal,Impressionist & Modern Art,Sotheby's,New York,5 May 2015 ,USD,15000000,20000000,23098000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-n09340/lot.40.html
77,CLAUDE MONET,"le chemin d'epinay, effet de neige",Impressionist & Modern Art,Sotheby's,New York,5 May 2015 ,USD,6000000,8000000,6410000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-n09340/lot.49.html
78,CLAUDE MONET,"bassin aux nymphéas, les rosiers",Impressionist & Modern Art,Sotheby's,New York,5 May 2015 ,USD,18000000,25000000,20410000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-n09340/lot.47.html
79,CLAUDE MONET,la seine à vétheuil,Impressionist & Modern Art,Sotheby's,New York,5 May 2015 ,USD,6000000,8000000,11450000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-n09340/lot.28.html
80,CLAUDE MONET,le grand canal,Impressionist & Modern Art,Sotheby's,London,3 February 2015 ,GBP,20000000,30000000,23669000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15002/lot.15.html
81,CLAUDE MONET,antibes vue de la salis ,Impressionist & Modern Art,Sotheby's,London,3 February 2015 ,GBP,5000000,7000000,8773000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15002/lot.8.html
82,CLAUDE MONET,vase de pivoines,Impressionist & Modern Art,Sotheby's,London,3 February 2015 ,GBP,1200000,1800000,2277000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15002/lot.4.html
83,CLAUDE MONET,les peupliers à giverny,Impressionist & Modern Art,Sotheby's,London,3 February 2015 ,GBP,9000000,12000000,10789000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15002/lot.21.html
84,CLAUDE MONET,l'embarcadère,Impressionist & Modern Art,Sotheby's,London,3 February 2015 ,GBP,7500000,10000000,10229000,,https://www.sothebys.com/en/auctions/ecatalogue/2015/impressionist-modern-art-evening-sale-l15002/lot.29.html
85,CLAUDE MONET,"autograph letter signed (""claude monet""), to josse or gaston bernheim-jeune, in french ",Books & Manuscripts,Sotheby's,New York,2 December 2014 ,USD,4000,6000,8125,"2 pages (8 1/4 x 5 1/4 in; 210 x 135 mm) regarding his paintings ""Views of Vetheuil,"" ""Giverny par Vernon, Eure"" letterhead, 19 October 1901; formerly folded, very slightly faded. ",https://www.sothebys.com/en/auctions/ecatalogue/2014/books-manuscripts-n09237/lot.61.html
86,CLAUDE MONET,yport et falaise d’aval ,Impressionist & Modern Art,Sotheby's,New York,5 November 2014 ,USD,200000,300000,395000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-n09220/lot.392.html
87,CLAUDE MONET,"église de vernon, soleil",Impressionist & Modern Art,Sotheby's,New York,4 November 2014 ,USD,7000000,9000000,7781000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09219/lot.30.html
88,CLAUDE MONET,sous les peupliers,Impressionist & Modern Art,Sotheby's,New York,4 November 2014 ,USD,12000000,18000000,20325000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09219/lot.28.html
89,CLAUDE MONET,le jardin de vétheuil ,Impressionist & Modern Art,Sotheby's,New York,4 November 2014 ,USD,4000000,5000000,7557000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09219/lot.20.html
90,CLAUDE MONET,"antibes, vue du plateau notre-dame",Impressionist & Modern Art,Sotheby's,London,23 June 2014 ,GBP,6000000,8000000,7922500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-l14006/lot.8.html
91,CLAUDE MONET,la seine à argenteuil ,Impressionist & Modern Art,Sotheby's,London,23 June 2014 ,GBP,7000000,10000000,8538500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-l14006/lot.9.html
92,CLAUDE MONET,michel monet et jean-pierre hoschedé se tenant par l'épaule,Impressionist & Modern Art,Sotheby's,London,24 June 2014 ,GBP,50000,70000,60000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14007/lot.409.html
93,CLAUDE MONET,ferme normande sous les arbres,Impressionist & Modern Art,Sotheby's,New York,8 May 2014 ,USD,350000,500000,425000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-n09140/lot.152.html
94,CLAUDE MONET,le pont japonais,Impressionist & Modern Art,Sotheby's,New York,7 May 2014 ,USD,12000000,18000000,15845000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09139/lot.28.html
95,CLAUDE MONET,cathédrale de rouen,Impressionist & Modern Art,Sotheby's,New York,7 May 2014 ,USD,2000000,3000000,3973000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09139/lot.23.html
96,CLAUDE MONET,sur la falaise à pourville,Impressionist & Modern Art,Sotheby's,New York,7 May 2014 ,USD,5000000,7000000,8229000,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-evening-sale-n09139/lot.10.html
97,CLAUDE MONET,cour de ferme,Impressionist & Modern Art,Sotheby's,London,6 February 2014 ,GBP,300000,400000,866500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14004/lot.482.html
98,CLAUDE MONET,hiver à giverny,Impressionist & Modern Art,Sotheby's,London,6 February 2014 ,GBP,350000,500000,386500,,https://www.sothebys.com/en/auctions/ecatalogue/2014/impressionist-modern-art-day-sale-l14004/lot.217.html
